"principio_attivo","principio_attivo_confezione","atc","id","farmaco","farmaco_confezione",
"Citalopram","14 UNITA' 40 MG - USO ORALE","N06AB04",36484020,"CITESINT","""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Citalopram","14 UNITA' 40 MG - USO ORALE","N06AB04",28681029,"ELOPRAM","""40 MG COMPRESSE RIVESTITE"" 14 COMPRESSE",
"Citalopram","14 UNITA' 40 MG - USO ORALE","N06AB04",36125021,"FELIPRAM","""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Citalopram","14 UNITA' 40 MG - USO ORALE","N06AB04",28759025,"SEROPRAM","""40 MG COMPRESSE RIVESTITE"" 14 COMPRESSE",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36483030,"CINAVOL","""40 MG/ML GOCCE ORALI,SOLUZIONE"" FLACONE 15ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36043014,"CITALOPRAM ABC","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36971012,"CITALOPRAM ALMUS","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FL 5ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36675039,"CITALOPRAM AUROBINDO","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36653018,"CITALOPRAM DOC","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36869016,"CITALOPRAM EUGENERICI","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36482040,"CITALOPRAM GERMED","""40 MG/ML GOCCE ORALI,SOLUZIONE"" FLACONE 15ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36662017,"CITALOPRAM HEXAL AG","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36657017,"CITALOPRAM MYLAN GENERICS ITALIA","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",38199016,"CITALOPRAM PENSA PHARMA","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36651014,"CITALOPRAM RANBAXY","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36038014,"CITALOPRAM RATIOPHARM ITALIA","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36039016,"CITALOPRAM SANDOZ GMBH","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36723017,"CITALOPRAM SIGMA TAU GENERICS","""40 MG/ML GOCCE ORALI,SOLUZIONE"" FLACONE 15ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36057014,"CITALOPRAM TECNIGEN","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36254011,"CITALOPRAM ZENTIVA","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36484032,"CITESINT","""40 MG/ML GOCCE ORALI,SOLUZIONE"" FLACONE 15ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",28681056,"ELOPRAM","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36143055,"FRIMAIND","""40 MG/ML GOCCE ORALI,SOLUZIONE"" FLACONE 15ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36246015,"KAIDOR","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36302014,"PERCITALE","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36792036,"RETURN","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36056012,"RICAP","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",28759049,"SEROPRAM","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","15 ML 4% - USO ORALE","N06AB04",36327017,"SINTOPRAM","""40 MG/ML GOCCE ORALI, SOLUZIONE"" FLACONE 15 ML",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36483016,"CINAVOL","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",35976024,"CITALOPRAM","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36043026,"CITALOPRAM ABC","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36660013,"CITALOPRAM ACTAVIS","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE DIVISIBILI",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36434013,"CITALOPRAM ALMUS","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36266017,"CITALOPRAM DOC GENERICI","""20 MG COMPRESSE RIVESTITE"" 28 COMPRESSE DIVISIBILI",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36503023,"CITALOPRAM EG","""20 MG COMPRESSE RIVESTITE"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36482014,"CITALOPRAM GENETIC","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE DIVISIBILI",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36367151,"CITALOPRAM HEXAL","28 COMPRESSE RIVESTITE CON FILM IN BLISTER PVDC/PVC/AL DA 20 MG",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36046047,"CITALOPRAM MYLAN GENERICS","28 COMPRESSE RIVESTITE CON FILM IN BLISTER PVC/PVCD/DA 20 MG",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36392025,"CITALOPRAM PENSA","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",41526233,"CITALOPRAM PFIZER","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",37111147,"CITALOPRAM RANBAXY","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",35892025,"CITALOPRAM RATIOPHARM","""20 MG COMPRESSE RIVESTITE CON FILM"" BLISTER 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",38238061,"CITALOPRAM SANDOZ BV","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVDC-PVC/AL",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36057040,"CITALOPRAM TECNIGEN","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36656015,"CITALOPRAM ZENTIVA","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36484018,"CITESINT","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",28681017,"ELOPRAM","""20 MG COMPRESSE RIVESTITE"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36125019,"FELIPRAM","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36143016,"FRIMAIND","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",36056024,"RICAP","""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Citalopram","28 UNITA' 20 MG - USO ORALE","N06AB04",28759013,"SEROPRAM","""20 MG COMPRESSE RIVESTITE"" 28 COMPRESSE",
"Claritromicina","100 ML 2","5% - USO ORALE","J01FA09",37527049,"CLARITROMICINA RANBAXY",
"Claritromicina","100 ML 2","5% - USO ORALE","J01FA09",41557051,"CLARITROMICINA SANDOZ GMBH",
"Claritromicina","100 ML 2","5% - USO ORALE","J01FA09",27370067,"KLACID",
"Claritromicina","100 ML 2","5% - USO ORALE","J01FA09",27530068,"MACLADIN",
"Claritromicina","100 ML 2","5% - USO ORALE","J01FA09",37456011,"SORICLAR",
"Claritromicina","100 ML 2","5% - USO ORALE","J01FA09",27529041,"VECLAM",
"Claritromicina","100 ML 5% - USO ORALE","J01FA09",37527090,"CLARITROMICINA RANBAXY","""250 MG/5ML GRANULATO PER SOSPENSIONE ORALE"" 1FLACONE HDPE 100ML",
"Claritromicina","100 ML 5% - USO ORALE","J01FA09",41557099,"CLARITROMICINA SANDOZ GMBH","""25 ML/ML GRANULATO PER SOSPENSIONE ORALE"" 1 FLACONE HDPE 100ML CON SIRINGA E CUCCHIAIO DOSATORE",
"Claritromicina","100 ML 5% - USO ORALE","J01FA09",27370117,"KLACID","""250 MG/5ML GRANULATO PER SOSPENSIONE ORALE"" 1 FLACONE DA 100ML",
"Claritromicina","100 ML 5% - USO ORALE","J01FA09",27530120,"MACLADIN","""250 MG/5ML GRANULATO PER SOSPENSIONE ORALE"" 1 FLACONE DA 100ML",
"Claritromicina","100 ML 5% - USO ORALE","J01FA09",37456023,"SORICLAR","""250 MG/5ML GRANULATO PER SOSPENSIONE ORALE"" FLACONE DA 100ML CON DOSATORE",
"Claritromicina","100 ML 5% - USO ORALE","J01FA09",27529104,"VECLAM","""250 MG/5ML GRANULATO PER SOSPENSIONE ORALE"" 1 FLACONE DA 100ML",
"Claritromicina","100 ML 5% - USO ORALE","J01FA09",37446022,"WINCLAR","""250 MG/5ML GRANULATO PER SOSPENSIONE ORALE"" FLACONE DA 100ML CON DOSATORE",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",38497018,"CLARITROMICINA DOC GENERICI","""250 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVC/PVDC",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",37374055,"CLARITROMICINA EG","""250 MG COMPRESSE RIVESTITE CON FILM"" 12COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",37833047,"CLARITROMICINA HEXAL","""250 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVC/AL",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",38361010,"CLARITROMICINA PENSA","""250 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",37586043,"CLARITROMICINA RANBAXY","""250 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",37720036,"CLARITROMICINA SANDOZ","""250 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",37559022,"CLARITROMICINA TEVA","""250 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",27370055,"KLACID","""250 MG COMPRESSE RIVESTITE"" 12 COMPRESSE",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",27530056,"MACLADIN","""250 MG COMPRESSE RIVESTITE"" 12 COMPRESSE",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",37456050,"SORICLAR","""250 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",27529054,"VECLAM","""250 MG COMPRESSE RIVESTITE"" 12 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","12 UNITA' 250 MG - USO ORALE","J01FA09",37446059,"WINCLAR","""250 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",39820030,"CARITROMICINA ZENTIVA","""500 MG COMPRESSE RIVESTITE"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",38658023,"CLAMODIN","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",38887028,"CLARITROL","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",39688039,"CLARITROMICINA ALMUS","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37670027,"CLARITROMICINA ALTER","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",38497032,"CLARITROMICINA DOC GENERICI","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PVDC",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37374257,"CLARITROMICINA EG","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37833151,"CLARITROMICINA HEXAL","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/AL",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37516438,"CLARITROMICINA MYLAN GENERICS","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",38361022,"CLARITROMICINA PENSA","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",41217441,"CLARITROMICINA PFIZER","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37586144,"CLARITROMICINA RANBAXY","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37720202,"CLARITROMICINA SANDOZ","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37559174,"CLARITROMICINA TEVA","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVDC/PVC/AL",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",38728022,"CLARMAC","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",27370129,"KLACID","""500 MG COMPRESSE RIVESTITE"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",38889022,"KRUKLAR","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",27530118,"MACLADIN","""500 MG COMPRESSE RIVESTITE"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37456062,"SORICLAR","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",27529116,"VECLAM","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","14 UNITA' 500 MG - USO ORALE","J01FA09",37446061,"WINCLAR","""500 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",
"Claritromicina","7 UNITA' 500 MG - USO ORALE (RILASCIO PROLUNGATO)","J01FA09",41395029,"CLARITROMICINA EUROGENERICI","""500 MG COMPRESSE A RILASCIO PROLUNGATO"" 7 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Claritromicina","7 UNITA' 500 MG - USO ORALE (RILASCIO PROLUNGATO)","J01FA09",40584031,"CLARITROMICINA TEVA","""500 MG COMPRESSE A RILASCIO PROLUNGATO"" 7 COMPRESSE IN BLISTER PVC/PVDC/AL",
"Claritromicina","7 UNITA' 500 MG - USO ORALE (RILASCIO PROLUNGATO)","J01FA09",27370143,"KLACID RM","'""RM 500 MG COMPRESSE RIVESTITE RILASCIO MODIFICATO"" BLISTER DA 7 COMPRESSE",
"Claritromicina","7 UNITA' 500 MG - USO ORALE (RILASCIO PROLUNGATO)","J01FA09",27530144,"MACLADIN RM","""RM 500 MG COMPRESSE RIVESTITE RILASCIO MODIFICATO"" 7 COMPRESSE",
"Claritromicina","7 UNITA' 500 MG - USO ORALE (RILASCIO PROLUNGATO)","J01FA09",37456098,"SORICLAR","""RM 500 MG COMPRESSE A RILASCIO MODIFICATO"" 7 COMPRESSE",
"Claritromicina","7 UNITA' 500 MG - USO ORALE (RILASCIO PROLUNGATO)","J01FA09",27529130,"VECLAM RM","""RM 500 MG COMPRESSE RIVESTITE RILASCIO MODIFICATO"" 7 COMPRESSE",
"Clindamicina","1 UNITA' 600 MG - USO PARENTERALE","J01FF01",33745011,"CLINDAMICINA IBI","""600 MG SOLUZIONE INIETTABILE"" 1 FIALA IM/EV",
"Clindamicina","1 UNITA' 600 MG - USO PARENTERALE","J01FF01",23868021,"DALACIN C FOSFATO","1 FIALA 4 ML 600 MG",
"Clindamicina","5 UNITA' 600 MG - USO PARENTERALE","J01FF01",35388026,"CLINDAMICINA FOSFATO HIKMA","""600 MG/4 ML SOLUZIONE INIETTABILE"" 5 FIALE",
"Clobetasolo","30 GRAMMI 500 MCG/G - USO DERMATOLOGICO UNGUENTO","D07AD01",23639026,"CLOBESOL","""0,5 MG/G CREMA"" TUBO 30 G",
"Clobetasolo","30 GRAMMI 500 MCG/G - USO DERMATOLOGICO UNGUENTO","D07AD01",23639040,"CLOBESOL","""0,5 MG/G UNGUENTO"" TUBO 30G",
"Clobetasolo","30 GRAMMI 500 MCG/G - USO DERMATOLOGICO UNGUENTO","D07AD01",38592022,"CLOBETASOLO PIERRE FABRE","""500 MCG/G UNGUENTO"" 2 1TUBO DI AL DA 30G",
"Clomipramina","20 UNITA' 25 MG - USO ORALE","N06AA04",21643010,"ANAFRANIL","""25 MG COMPRESSE RIVESTITE"" 20 COMPRESSE RIVESTITE",
"Clomipramina","20 UNITA' 75 MG - USO ORALE","N06AA04",21643046,"ANAFRANIL","""75 MG COMPRESSE A RILASCIO PROLUNGATO"" 20 COMPRESSE A RILASCIO PROLUNGATO",
"Clomipramina","5 UNITA' 25 MG - USO PARENTERALE","N06AA04",21643034,"ANAFRANIL","""25 MG/2 ML SOLUZIONE INIETTABILE"" 5 FIALE",
"Clomipramina","50 UNITA' 10 MG - USO ORALE","N06AA04",21643022,"ANAFRANIL","""10 MG COMPRESSE RIVESTITE"" 50 CCOMPRESSE RIVESTITE",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",42850014,"CLOPIDOGREL ACTAVIS","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39640038,"CLOPIDOGREL ACTAVIS","""75 MG COMPRESSE RIVESTITE CON FILM"" 28COMPRESSE IN BLISTER AL/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39678026,"CLOPIDOGREL ALTER","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39643022,"CLOPIDOGREL DOC GENERICI","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39479023,"CLOPIDOGREL DR. REDDY'S","""75 MG COMPRESSSE RIVESTITE CON FILM"" USO ORALE-BLISTER OPA/AL/PVC/AL  28 COMPRESSE",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39440021,"CLOPIDOGREL EG","""75 MG COMPRESSSE RIVESTITE CON FILM USO ORALE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39397031,"CLOPIDOGREL MYLAN","""75 MG COMPRESSSE RIVESTITE CON FILM USO ORALE""-BLISTER OPA/AL/PVC/AL  28 COMPRESSE",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",40669184,"CLOPIDOGREL MYLAN GENERICS","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39458029,"CLOPIDOGREL PENSA","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39456049,"CLOPIDOGREL SANDOZ","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39951025,"CLOPIDOGREL SANDOZ GMBH","""75MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",41490020,"CLOPIDOGREL TECNIGEN","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE-PE-PVC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39630037,"CLOPIDOGREL TEVA PHARMA","""75 MG COMPRESSSE RIVESTITE CON FILM"" USO ORALE-BLISTER OPA/AL/PVC/AL  28 COMPRESSE",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39599030,"CLOPIDOGREL ZENTIVA","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/ALU",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39494024,"CLOPINOVO","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 CPR IN BLISTER PVC/PE/PVDC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39494099,"CLOPINOVO","""75 MG COMPRESSE RIVESTITE CON FILM""  28 COMPRESSE IN BLISTER PA/ALL/PVC-AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",40215016,"NOGREG","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",43220019,"PLAVIX","28 COMPRESSE RIVESTITE CON FILM 75 MG IN BLISTER",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",34128013,"PLAVIX","""75 MG COMPRESSSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",39543083,"REVLIS","""75 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC-PE-PVDC",
"Clopidogrel","28 UNITA' 75 MG - USO ORALE","B01AC04",42361030,"ZYLLT","""75 MG-COMPRESSA RIVESTITA CON FILM""-USO ORALE-BLISTER (OPA/AL/PVC-AL) 28 COMPRESSE",
"Clorochina","30 UNITA' 250 MG - USO ORALE","P01BA01",8366015,"CLOROCHINA BAYER","30 COMPRESSE 250 MG",
"Clozapina","28 UNITA' 100 MG - USO ORALE","N05AH02",35390032,"CLOZAPINA CHIESI","28 COMPRESSE DA 100 MG",
"Clozapina","28 UNITA' 100 MG - USO ORALE","N05AH02",36638221,"CLOZAPINA HEXAL","""100 MG"" 28 COMPRESSE IN BLISTER PP/AL",
"Clozapina","28 UNITA' 100 MG - USO ORALE","N05AH02",35136050,"CLOZAPINA ORION","""100 MG"" 28 COMPRESSE",
"Clozapina","28 UNITA' 100 MG - USO ORALE","N05AH02",28824023,"LEPONEX","28 COMPRESSE DA 100 MG",
"Clozapina","28 UNITA' 25 MG - USO ORALE","N05AH02",35390018,"CLOZAPINA CHIESI","28 COMPRESSE DA 25 MG",
"Clozapina","28 UNITA' 25 MG - USO ORALE","N05AH02",36638029,"CLOZAPINA HEXAL","""25 MG"" 28 COMPRESSE IN BLISTER PP/AL",
"Clozapina","28 UNITA' 25 MG - USO ORALE","N05AH02",28824011,"LEPONEX","28 COMPRESSE DA 25 MG",
"Colecalciferolo","10.000 UNITA'/ML 10 ML - USO ORALE","A11CC05",42223053,"ANNISTER","""10.000 UI/1 ML GOCCE ORALI, SOLUZIONE"" 1 FLACONE DA 10 ML",
"Colecalciferolo","10.000 UNITA'/ML 10 ML - USO ORALE","A11CC05",42754010,"COLECALCIFEROLO DOC","""10.000 UI/ML GOCCE ORALI, SOLUZIONE"" 1 FLACONE DA 10 ML",
"Colecalciferolo","10.000 UNITA'/ML 10 ML - USO ORALE","A11CC05",42751014,"COLECALCIFEROLO EG","""10.000 UI/ML GOCCE ORALI, SOLUZIONE"" 1 FLACONE DA 10 ML",
"Colecalciferolo","10.000 UNITA'/ML 10 ML - USO ORALE","A11CC05",36635011,"DIBASE","""10.000 UI/ML GOCCE ORALI, SOLUZIONE"" FLACONE CONTAGOCCE 10 ML",
"Colecalciferolo","10.000 UNITA'/ML 10 ML - USO ORALE","A11CC05",42753018,"TREDIMIN","""10.000 UI/ML GOCCE ORALI, SOLUZIONE"" 1 FLACONE DA 10 ML",
"Colecalciferolo","10.000 UNITA'/ML 10 ML - USO ORALE","A11CC05",37564010,"XARENEL","""10000UI/ML GOCCE ORALI, SOLUZIONE"" FLACONE CON CONTAGOCCE DA 10ML",
"Colecalciferolo","25.000 UNITA'/2","5 ML - USO ORALE","A11CC05",42223038,"ANNISTER",
"Colecalciferolo","25.000 UNITA'/2","5 ML - USO ORALE","A11CC05",42754022,"COLECALCIFEROLO DOC",
